name,Cuisine_type,protein,carbohydrate,total_fat,Estimated_Weight(g),calories
Bacon-Broccoli Quiche Cups,french,67.02,17.1,115.88,200,1379.4
Baked Crabcakes Recipe,american,97.63,35.66,66.72,200,1133.64
Spicy Chili Chocolate Tofu Fries,asian,78.77,63.51,57.71,200,1088.51
"Turkey, Apple and Havarti Sandwich",american,65.68,77.46,56.85,200,1084.21
Cauliflower Soup,american,35.57,122.88,41.54,200,1007.66
Chicken Stuffed with Spinach and Feta recipes,mediterranean,140.99,10.6,48.41,200,1042.05
Slow-Cooker Italian Beef Sandwiches,italian,106.2,42.74,51.05,200,1055.21
Pomato Ricotta Salad,mediterranean,30.18,147.17,22.65,200,913.25
Pan-Seared Shrimp with Rosemary Spaghetti Squash,mediterranean,113.09,52.78,34.13,200,970.65
Bulgur with Steak and Chickpeas,middle eastern,50.16,99.94,49.91,200,1049.59
Sardines and Fennel,italian,67.33,70.19,62.48,200,1112.4
Best Tuna Salad,mediterranean,104.19,55.52,40.29,200,1001.45
Crab Canapés with Cumin,indian,59.33,102.87,37.79,200,988.91
Scrambled Egg Burritos,mexican,53.92,81.77,64.31,200,1121.55
Curry Chicken Salad Lettuce Wraps,indian,99.73,75.29,24.98,200,924.9
Eggless Tofu Salad,asian,88.57,48.56,62.87,200,1114.35
Lime-y Veggie Stir-Fry with Crispy Tofu,asian,46.28,85.62,68.09,200,1140.41
Soy Roast Duck With Hoisin Gravy,chinese,104.4,68.9,26.69,200,933.41
Braised Stuffed Tofu,asian,79.51,46.81,73.68,200,1168.4
Stuffed 'n Squashed Mushroom Foil Pack,mediterranean,77.58,64.39,58.02,200,1090.06
Southern Barbecue Bowl,american,36.83,126.39,36.78,200,983.9
Middle Eastern Eggplant Salad,middle eastern,16.96,93.27,89.78,200,1248.94
Borscht,french,41.81,112.66,45.52,200,1027.56
Apple Camembert Salad,mediterranean,25.47,73.48,101.05,200,1305.25
Greek Spaghetti Squash Toss,mediterranean,42.03,124.77,33.2,200,966
Cold-Poached Trout With Watercress Mayo,british,74.84,58.04,67.12,200,1135.6
Collard Greens Braised in Coconut Milk,south american,36.04,76.48,87.48,200,1237.4
Garlic Chive Shrimp Fried Rice With Garlic Chips,chinese,36.38,131.08,32.55,200,962.79
Noodles For Sunday Brunch,asian,45.67,93.17,61.16,200,1105.8
Tuna Melt,american,94.33,67.98,37.69,200,988.45
Tarragon Corn recipes,french,20.88,116.14,62.98,200,1114.9
"Broccoli, Pancetta, and Parmesan Frittata",italian,88.45,27.68,83.87,200,1219.35
Chipotle Ranch Egg Salad Wraps,american,33.42,100.21,66.37,200,1131.85
Creamy Cucumber Chive Cups,eastern europe,82.66,100.97,16.36,200,881.76
A Better Mug Cake - from the Oven,french,18.22,139.59,42.19,200,1010.95
Skillet Steak with Mushroom Sauce,american,90.54,53.66,55.8,200,1079
Salad With Caramelized Fennel And Apples,mediterranean,31.38,74.88,93.73,200,1268.61
Grilled Salmon with Kale Sauté,nordic,103.72,30.13,66.15,200,1130.75
Crustless Broccoli Quiche,french,66.98,74.52,58.5,200,1092.5
"Halibut ""Lobster"" Roll with Green Goddess Slaw",south east asian,102.85,45.61,51.55,200,1057.79
Tuna Melt,american,93.39,68.64,37.97,200,989.85
Tiny Meat Cakes (Bolos de Carne),mexican,107.78,28.75,63.47,200,1117.35
Tulsi Tamatar Shorba,mediterranean,20.46,122.51,57.03,200,1085.15
Shrimp “Egg Roll” Stir Fry,chinese,94.48,77.75,27.77,200,938.85
Southwestern Breakfast Tostadas,american,59.05,94.15,46.8,200,1034
"Spicy, Peanutty Udon with Kale",american,42.45,111.75,45.8,200,1029
Lasagna Bella,italian,75.44,80.25,44.31,200,1021.55
Posole,american,90.36,76,33.64,200,968.2
Cook the Book: Cherry Tomato and Tofu Salad,asian,89.17,32.7,78.13,200,1190.65
"Cook the Book: Tomato, Montrachet, and Basil Salad",american,20.88,79.04,100.08,200,1300.4
Catfish with Red Pepper Sauce,american,55.97,51.63,92.4,200,1262
Cream of Spinach Bake,american,65.78,61.05,73.17,200,1165.85
Seafood Soup,american,95.25,94.45,10.3,200,851.5
Quick Chicken Cacciatore,italian,109.74,60.55,29.71,200,948.55
Scrambled Egg Burritos,mexican,40.15,104.46,55.39,200,1076.95
Leek And Comté Tartlets,french,45.74,55.98,98.28,200,1291.4
Scoopy Salmon Salad,nordic,129.16,42.04,28.79,200,943.91
Christmas Eve Seafood Salad,mediterranean,146.73,29,24.26,200,921.26
Easy cucumber peanut salad--Thai style,south east asian,42.69,100.62,56.69,200,1083.45
Chicken Parmesan with Broccolini,italian,98.94,57.85,43.22,200,1016.14
Thai Beef Salad,south east asian,83.73,62.6,53.67,200,1068.35
Chilli Paneer,indian,66.46,110.58,22.97,200,914.89
Salmon and Asparagus Wraps,nordic,67.58,109.95,22.48,200,912.44
Apple Spinach Salad With Zippy Dressing,mediterranean,19.88,111.04,69.07,200,1145.31
Chicken Salad with Asian Vinaigrette,asian,121.26,34.86,43.88,200,1019.4
Asian Meatballs with Shitake Mushrooms recipes,japanese,91.05,45.51,63.45,200,1117.29
Rosemary Cauliflower Soup,french,23.27,123.13,53.61,200,1068.09
Big Blue Buffalo Jala' Poppers,american,52.25,93.46,54.29,200,1071.45
Ham and Cheese Chicken,italian,134.71,21.88,43.41,200,1017.05
Ginger Tofu Stir-Fry,asian,54.62,76.19,69.19,200,1145.95
Herring and Apple Salad,british,101.26,45.26,53.47,200,1067.31
Double Winter Delights,middle eastern,43.22,114.74,42.04,200,1010.2
Tomatoey Shrimp and Polenta,italian,69.8,112.86,17.34,200,886.7
Chop-Chop Beef Stir-Fry,chinese,84.61,61.39,54,200,1070
Grilled Snapper with Red Pepper Sauce,south american,136.31,23.33,40.36,200,1001.8
Snapper Piccata,italian,145.58,14.37,40.05,200,1000.25
Creole Red Snapper,american,150.47,24.65,24.89,200,924.49
Instant Pot Adobo Chicken Thighs with Bok Choy & Green Onions,chinese,104.79,36.69,58.52,200,1092.6
Fresh Cheese And Cilantro Dip,mediterranean,61.63,79.63,58.74,200,1093.7
Gazpacho,italian,19.52,94.22,86.26,200,1231.3
Arugula Salad with Chicken and Apricots,mediterranean,92.87,40.25,66.88,200,1134.4
Seared Spiced Tuna With Zucchini,italian,84.44,37.54,78.03,200,1190.19
Turkey Burger Pitas with Tahini Sauce,american,92.22,56.87,50.91,200,1054.55
Cherry Tomato and Watermelon Salad,south american,15.97,100.64,83.39,200,1216.95
Fresh Tomato Sandwiches,italian,56.69,89.75,53.56,200,1067.8
Roasted Oysters with Lemon-Anise Stuffing,mediterranean,81.25,83.24,35.51,200,977.55
Spiced Jerk Turkey with Mango Salsa,american,101.71,38.4,59.89,200,1099.45
Turkey Pot-au-Feu,american,104.93,60.46,34.62,200,973.14
Individual Spinach-Asiago Gratins,french,57.04,101.36,41.6,200,1008
Vegetarian Beyond Meat Juicy Lucy Burger,american,105.05,41.84,53.11,200,1065.55
Chicken Stir-Fry Lettuce Wraps,chinese,98.87,52.04,49.09,200,1045.45
'Bella Asada Fajitas,mexican,22.07,151.62,26.31,200,931.55
A Charoset-inspired sweet relish,french,17.47,135.47,47.05,200,1035.21
Turkey-Stuffed Mushrooms with Roasted Tomato Aioli,american,76.49,61.97,61.54,200,1107.7
Simple Butternut Squash,south american,21.11,152.26,26.63,200,933.15
Crisp Crab Cakes,american,100.43,49.62,49.94,200,1049.66
Cucumber Gazpacho with Shrimp Relish,american,96.22,65.14,38.65,200,993.29
Summer Tomato and Bell Pepper Soup,italian,42.59,59.4,98.01,200,1290.05
Almond-Thyme-Crusted Mahi Mahi with Lemon Chardonnay Sauce,mediterranean,75.17,61.04,63.8,200,1119.04
Salmon & Crab Cakes,nordic,77.2,70.67,52.13,200,1060.65
Seafood Salad with Creamy Ginger Dressing,mediterranean,110.59,67.82,21.59,200,907.95
Fresh Macaroni Salad,american,43.41,118.92,37.67,200,988.35
My children love beet salad!,american,24.72,113.77,61.51,200,1107.55
Summer Melon Salad,italian,35.87,86.64,77.49,200,1187.45
Broiled Marinated Skirt Steak with Cilantro and Preserved Lemon Gremolata,american,108.3,14.91,76.79,200,1183.95
"Chicken, Spring Pea and Farro Risotto with Lemon",italian,87.51,75.74,36.75,200,983.75
Arugula Salad with Shrimp and Grapes,american,76.07,94.68,29.25,200,946.25
Crab Cakes,american,91.3,68.91,39.79,200,998.95
Buffalo Shrimp Salad with Spicy Pita Croutons,italian,48.5,91.38,60.12,200,1100.6
Bean Cabbage Soup,middle eastern,48.57,131.81,19.62,200,898.1
"Marinated zucchini noodles with tomato basil sauce, dried baby tomatoes + garlic portobello meatless balls",asian,23.29,143.39,33.31,200,966.51
"Broiled Fish with Maple Glaze, Braised Fennel, and Sautéed Chard Recipe",american,72.22,83.05,44.73,200,1023.65
Shrimp Bisque,mediterranean,91.13,81.77,27.1,200,935.5
Crab Cakes,american,90.76,69.71,39.53,200,997.65
Spinach & Feta Squash Quiche,mediterranean,62.97,64.31,72.72,200,1163.6
Spinach & Feta Squash Quiche,mediterranean,62.97,64.31,72.72,200,1163.6
Koshari,egyptian,27.59,160.92,11.49,200,857.45
Molokhia with Chicken,egyptian,125,41.67,33.33,200,966.65
Foul Medames,egyptian,45.9,131.15,22.95,200,914.75
Taameya (Egyptian Falafel),egyptian,44.44,88.89,66.67,200,1133.35
Basbousa,egyptian,11.76,141.18,47.06,200,1035.3
Koshari,egyptian,29.64,158.52,11.84,200,859.2
Molokhia with Chicken,egyptian,128.11,39.15,32.74,200,963.7
Foul Medames,egyptian,48.8,127.81,23.38,200,916.86
Taameya (Egyptian Falafel),egyptian,46.83,85.85,67.32,200,1136.6
Basbousa,egyptian,12.63,138.95,48.42,200,1042.1
Musakaa,egyptian,40.91,93.75,65.34,200,1126.7
Fatta,egyptian,60.73,111.34,27.94,200,939.74
Besarah,egyptian,51.41,117.8,30.79,200,953.95
Hamam Mahshi,egyptian,120,47.14,32.86,200,964.3
Kebda Eskandarani,egyptian,119.25,19.52,61.22,200,1106.06
Batta Mahshi,egyptian,97.22,44.56,58.23,200,1091.19
Um Ali,egyptian,28.77,131.85,39.38,200,996.9
Kunafa,egyptian,16.9,129.11,53.99,200,1069.95
Zalabya,egyptian,14.53,133.23,52.23,200,1061.11
Qatayef,egyptian,15.75,129.92,54.33,200,1071.65
